avibase_id,species_birdlife,species_ebird,species_birdtree,family_birdlife,order_birdlife,family_ebird,order_ebird,family_birdtree,order_birdtree
AVIBASE-2D1A6C0F,Euphonia xanthogaster,Euphonia xanthogaster,Euphonia xanthogaster,Fringillidae,Passeriformes,Fringillidae,Passeriformes,Thraupidae,Passeriformes
AVIBASE-2D2593B0,Symposiachrus vidua,Symposiachrus vidua,Monarcha viduus,Monarchidae,Passeriformes,Monarchidae,Passeriformes,Monarchidae,Passeriformes
AVIBASE-2D272F5A,Phylloscopus coronatus,Phylloscopus coronatus,Phylloscopus coronatus,Phylloscopidae,Passeriformes,Phylloscopidae,Passeriformes,Sylviidae,Passeriformes
AVIBASE-2D27A0AA,Amazilia wagneri,Leucolia viridifrons,Amazilia viridifrons,Trochilidae,Caprimulgiformes,MISSING,MISSING,Trochilidae,Apodiformes
AVIBASE-2D3998EE,Ploceus brachypterus,Ploceus nigricollis,Ploceus nigricollis,Ploceidae,Passeriformes,MISSING,MISSING,Ploceidae,Passeriformes
AVIBASE-2D43DA6A,Furnarius torridus,Furnarius torridus,Furnarius torridus,Furnariidae,Passeriformes,Furnariidae,Passeriformes,Furnariidae,Passeriformes
AVIBASE-2D46BB98,Locustella luscinioides,Locustella luscinioides,Locustella luscinioides,Locustellidae,Passeriformes,Locustellidae,Passeriformes,Sylviidae,Passeriformes
AVIBASE-2D483804,Thlypopsis pyrrhocoma,Thlypopsis pyrrhocoma,Pyrrhocoma ruficeps,Thraupidae,Passeriformes,Thraupidae,Passeriformes,Thraupidae,Passeriformes
AVIBASE-2D4F59B1,Diglossa carbonaria,Diglossa carbonaria,Diglossa carbonaria,Thraupidae,Passeriformes,Thraupidae,Passeriformes,Thraupidae,Passeriformes
AVIBASE-2D4F8B2B,Pogonotriccus venezuelanus,Phylloscartes venezuelanus,Phylloscartes venezuelanus,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes
AVIBASE-2D52E3A5,Larus fuscus,Larus fuscus,Larus fuscus,Laridae,Charadriiformes,Laridae,Charadriiformes,Laridae,Charadriiformes
AVIBASE-2D55EC45,Emberiza cioides,Emberiza cioides,Emberiza cioides,Emberizidae,Passeriformes,Emberizidae,Passeriformes,Emberizidae,Passeriformes
AVIBASE-2D649D9F,Herpsilochmus dugandi,Herpsilochmus dugandi,Herpsilochmus dugandi,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes
AVIBASE-2D663DC8,Passerella unalaschcensis,Passerella iliaca,Passerella iliaca,Passerellidae,Passeriformes,MISSING,MISSING,Emberizidae,Passeriformes
AVIBASE-2D6E3DBD,Melanochlora sultanea,Melanochlora sultanea,Melanochlora sultanea,Paridae,Passeriformes,Paridae,Passeriformes,Paridae,Passeriformes
AVIBASE-2D806122,Zanda baudinii,Calyptorhynchus baudinii,Calyptorhynchus baudinii,Cacatuidae,Psittaciformes,Cacatuidae,Psittaciformes,Psittacidae,Psittaciformes
AVIBASE-2D822644,Pogoniulus coryphaea,Pogoniulus coryphaea,Pogoniulus coryphaeus,Lybiidae,Piciformes,Lybiidae,Piciformes,Ramphastidae,Piciformes
AVIBASE-2D827450,Cyanoloxia rothschildii,Cyanoloxia rothschildii,Cyanocompsa cyanoides,Cardinalidae,Passeriformes,Cardinalidae,Passeriformes,Cardinalidae,Passeriformes
AVIBASE-2D86B0D2,Ploceus xanthops,Ploceus xanthops,Ploceus xanthops,Ploceidae,Passeriformes,Ploceidae,Passeriformes,Ploceidae,Passeriformes
AVIBASE-2D92A49B,Rhabdornis mystacalis,Rhabdornis mystacalis,Rhabdornis mystacalis,Sturnidae,Passeriformes,Sturnidae,Passeriformes,Rhabdornithidae,Passeriformes
AVIBASE-2D96ABDD,Paroaria baeri,Paroaria baeri,Paroaria baeri,Thraupidae,Passeriformes,Thraupidae,Passeriformes,Emberizidae,Passeriformes
AVIBASE-2D997B49,Conopophaga lineata,Conopophaga lineata,Conopophaga lineata,Conopophagidae,Passeriformes,Conopophagidae,Passeriformes,Conopophagidae,Passeriformes
AVIBASE-2DA2C52F,Phyllastrephus fischeri,Phyllastrephus fischeri,Phyllastrephus fischeri,Pycnonotidae,Passeriformes,Pycnonotidae,Passeriformes,Pycnonotidae,Passeriformes
AVIBASE-2DA49BD5,Muscicapa ferruginea,Muscicapa ferruginea,Muscicapa ferruginea,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes
AVIBASE-2DAB45B8,Falco tinnunculus,Falco tinnunculus,Falco tinnunculus,MISSING,MISSING,Falconidae,Falconiformes,Falconidae,Falconiformes
AVIBASE-2DABF98F,Calidris pugnax,Calidris pugnax,Philomachus pugnax,Scolopacidae,Charadriiformes,Scolopacidae,Charadriiformes,Scolopacidae,Charadriiformes
AVIBASE-2DAF0C85,Aegithalos fuliginosus,Aegithalos fuliginosus,Aegithalos fuliginosus,Aegithalidae,Passeriformes,Aegithalidae,Passeriformes,Aegithalidae,Passeriformes
AVIBASE-2DCEE578,Grallaria guatimalensis,Grallaria guatimalensis,Grallaria guatimalensis,Grallariidae,Passeriformes,Grallariidae,Passeriformes,Formicariidae,Passeriformes
AVIBASE-2DF19EB2,Otus mayottensis,Otus mayottensis,Otus mayottensis,Strigidae,Strigiformes,Strigidae,Strigiformes,Strigidae,Strigiformes
AVIBASE-2DF4A02C,Cyornis djampeanus,Cyornis omissus,Cyornis rufigastra,MISSING,MISSING,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes
AVIBASE-2DF7793A,Ninox strenua,Ninox strenua,Ninox strenua,Strigidae,Strigiformes,Strigidae,Strigiformes,Strigidae,Strigiformes
AVIBASE-2E0A1312,Asthenes arequipae,Asthenes dorbignyi,Asthenes arequipae,Furnariidae,Passeriformes,MISSING,MISSING,Furnariidae,Passeriformes
AVIBASE-2E0E6C82,Cisticola restrictus,Cisticola restrictus,Cisticola restrictus,Cisticolidae,Passeriformes,Cisticolidae,Passeriformes,Cisticolidae,Passeriformes
AVIBASE-2E110335,Knipolegus sclateri,Knipolegus orenocensis,Knipolegus orenocensis,Tyrannidae,Passeriformes,MISSING,MISSING,Tyrannidae,Passeriformes
AVIBASE-2E1D79FE,Butastur indicus,Butastur indicus,Butastur indicus,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes
AVIBASE-2E21DCF1,Troglodytes ochraceus,Troglodytes ochraceus,Troglodytes ochraceus,Troglodytidae,Passeriformes,Troglodytidae,Passeriformes,Troglodytidae,Passeriformes
AVIBASE-2E2543B4,Knipolegus cabanisi,Knipolegus cabanisi,Knipolegus signatus,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes
AVIBASE-2E2B24EB,Megascops trichopsis,Megascops trichopsis,Megascops trichopsis,Strigidae,Strigiformes,Strigidae,Strigiformes,Strigidae,Strigiformes
AVIBASE-2E2DE0B6,Chalcomitra rubescens,Chalcomitra rubescens,Nectarinia rubescens,Nectariniidae,Passeriformes,Nectariniidae,Passeriformes,Nectariniidae,Passeriformes
AVIBASE-2E35624C,Amazilia viridigaster,Saucerottia viridigaster,Amazilia viridigaster,Trochilidae,Caprimulgiformes,MISSING,MISSING,Trochilidae,Apodiformes
AVIBASE-2E37384C,Edolisoma parvulum,Celebesia parvula,Coracina parvula,Campephagidae,Passeriformes,Campephagidae,Passeriformes,Campephagidae,Passeriformes
AVIBASE-2E3D5AAF,Phyllastrephus hypochloris,Phyllastrephus hypochloris,Phyllastrephus hypochloris,Pycnonotidae,Passeriformes,Pycnonotidae,Passeriformes,Pycnonotidae,Passeriformes
AVIBASE-2E40EF2C,Oxyura leucocephala,Oxyura leucocephala,Oxyura leucocephala,Anatidae,Anseriformes,Anatidae,Anseriformes,Anatidae,Anseriformes
AVIBASE-2E4A97D9,Ploceus dichrocephalus,Ploceus dichrocephalus,Ploceus dichrocephalus,Ploceidae,Passeriformes,Ploceidae,Passeriformes,Ploceidae,Passeriformes
AVIBASE-2E4DAA13,Falco rupicoloides,Falco rupicoloides,Falco rupicoloides,Falconidae,Falconiformes,Falconidae,Falconiformes,Falconidae,Falconiformes
AVIBASE-2E50E5DA,Alopecoenas kubaryi,Alopecoenas kubaryi,Gallicolumba kubaryi,Columbidae,Columbiformes,Columbidae,Columbiformes,Columbidae,Columbiformes
AVIBASE-2E52D2F3,Atlapetes seebohmi,Atlapetes seebohmi,Atlapetes seebohmi,Passerellidae,Passeriformes,Passerellidae,Passeriformes,Emberizidae,Passeriformes
AVIBASE-2E5B2F9F,Hylophilus olivaceus,Hylophilus olivaceus,Hylophilus olivaceus,Vireonidae,Passeriformes,Vireonidae,Passeriformes,Vireonidae,Passeriformes
AVIBASE-2E6575A8,Strix woodfordii,Strix woodfordii,Strix woodfordii,Strigidae,Strigiformes,Strigidae,Strigiformes,Strigidae,Strigiformes
AVIBASE-2E74AF7D,Icterus mesomelas,Icterus mesomelas,Icterus mesomelas,Icteridae,Passeriformes,Icteridae,Passeriformes,Icteridae,Passeriformes
AVIBASE-2E7A75E7,Fulica gigantea,Fulica gigantea,Fulica gigantea,Rallidae,Gruiformes,Rallidae,Gruiformes,Rallidae,Gruiformes
AVIBASE-2E7F7440,Pogonornis macclounii,Lybius minor,Lybius minor,Lybiidae,Piciformes,MISSING,MISSING,Ramphastidae,Piciformes
AVIBASE-2E9D5026,Conopophaga aurita,Conopophaga aurita,Conopophaga aurita,Conopophagidae,Passeriformes,MISSING,MISSING,Conopophagidae,Passeriformes
AVIBASE-2EA48BBF,Buteogallus lacernulatus,Buteogallus lacernulatus,Leucopternis lacernulatus,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes
AVIBASE-2EAEE9C9,Alcippe brunneicauda,Alcippe brunneicauda,Alcippe brunneicauda,Leiotrichidae,Passeriformes,Leiothrichidae,Passeriformes,Timaliidae,Passeriformes
AVIBASE-2EB3A410,Ducula aenea,Ducula nicobarica,Ducula aenea,MISSING,MISSING,Columbidae,Columbiformes,Columbidae,Columbiformes
AVIBASE-2EB9470D,Bubo poensis,Bubo vosseleri,Bubo vosseleri,MISSING,MISSING,Strigidae,Strigiformes,Strigidae,Strigiformes
AVIBASE-2EBCC761,Myrmoborus lophotes,Myrmoborus lophotes,Percnostola lophotes,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes
AVIBASE-2EC35E39,Asthenes perijana,Asthenes perijana,Schizoeaca perijana,Furnariidae,Passeriformes,Furnariidae,Passeriformes,Furnariidae,Passeriformes
AVIBASE-2ED1B123,Ninox leucopsis,Ninox novaeseelandiae,Ninox novaeseelandiae,Strigidae,Strigiformes,MISSING,MISSING,Strigidae,Strigiformes
AVIBASE-2ED22C83,Ampelion rufaxilla,Ampelion rufaxilla,Ampelion rufaxilla,Cotingidae,Passeriformes,Cotingidae,Passeriformes,Cotingidae,Passeriformes
AVIBASE-2ED97B54,Crypturellus kerriae,Crypturellus kerriae,Crypturellus kerriae,Tinamidae,Struthioniformes,Tinamidae,Tinamiformes,Tinamidae,Tinamiformes
AVIBASE-2EDD1757,Centropus spilopterus,Centropus phasianinus,Centropus spilopterus,Cuculidae,Cuculiformes,MISSING,MISSING,Cuculidae,Cuculiformes
AVIBASE-2EE2D67A,Ninox obscura,Ninox obscura,Ninox scutulata,Strigidae,Strigiformes,Strigidae,Strigiformes,Strigidae,Strigiformes
AVIBASE-2EE639E9,Galbula ruficauda,Galbula ruficauda,Galbula ruficauda,Galbulidae,Piciformes,Galbulidae,Galbuliformes,Galbulidae,Piciformes
AVIBASE-2EEDACD5,Thalassornis leuconotus,Thalassornis leuconotus,Thalassornis leuconotus,Anatidae,Anseriformes,Anatidae,Anseriformes,Anatidae,Anseriformes
AVIBASE-2EF3405B,Andigena laminirostris,Andigena laminirostris,Andigena laminirostris,Ramphastidae,Piciformes,Ramphastidae,Piciformes,Ramphastidae,Piciformes
AVIBASE-2EF7F430,Charmosyna placentis,Hypocharmosyna placentis,Charmosyna placentis,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes
AVIBASE-2F027A59,Sphenopsis melanotis,Sphenopsis melanotis,Hemispingus melanotis,Thraupidae,Passeriformes,MISSING,MISSING,Thraupidae,Passeriformes
AVIBASE-2F06A9E7,Vireolanius melitophrys,Vireolanius melitophrys,Vireolanius melitophrys,Vireonidae,Passeriformes,Vireonidae,Passeriformes,Vireonidae,Passeriformes
AVIBASE-2F0F98C2,Chlorospingus inornatus,Chlorospingus inornatus,Chlorospingus inornatus,Passerellidae,Passeriformes,Passerellidae,Passeriformes,Thraupidae,Passeriformes
AVIBASE-2F1D27B4,Aerodramus brevirostris,Aerodramus brevirostris,Collocalia rogersi,Apodidae,Caprimulgiformes,Apodidae,Caprimulgiformes,Apodidae,Apodiformes
AVIBASE-2F1E9B61,Picumnus nebulosus,Picumnus nebulosus,Picumnus nebulosus,Picidae,Piciformes,Picidae,Piciformes,Picidae,Piciformes
AVIBASE-2F1EB496,Mino kreffti,Mino kreffti,Mino dumontii,Sturnidae,Passeriformes,Sturnidae,Passeriformes,Sturnidae,Passeriformes
AVIBASE-2F23EDC6,Vanellus armatus,Vanellus armatus,Vanellus armatus,Charadriidae,Charadriiformes,Charadriidae,Charadriiformes,Charadriidae,Charadriiformes
AVIBASE-2F29A1B1,Sylvietta leucophrys,Sylvietta leucophrys,Sylvietta leucophrys,Macrosphenidae,Passeriformes,MISSING,MISSING,Sylviidae,Passeriformes
AVIBASE-2F2CB724,Apaloderma vittatum,Apaloderma vittatum,Apaloderma vittatum,Trogonidae,Trogoniformes,Trogonidae,Trogoniformes,Trogonidae,Trogoniformes
AVIBASE-2F2D76A4,Amazilia rosenbergi,Polyerata rosenbergi,Amazilia rosenbergi,Trochilidae,Caprimulgiformes,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-2F37FD05,Foudia rubra,Foudia rubra,Foudia rubra,Ploceidae,Passeriformes,Ploceidae,Passeriformes,Ploceidae,Passeriformes
AVIBASE-2F3B27C1,Heleia crassirostris,Heleia crassirostris,Heleia crassirostris,Zosteropidae,Passeriformes,Zosteropidae,Passeriformes,Zosteropidae,Passeriformes
AVIBASE-2F40A0F8,Metriopelia ceciliae,Metriopelia ceciliae,Metriopelia ceciliae,Columbidae,Columbiformes,Columbidae,Columbiformes,Columbidae,Columbiformes
AVIBASE-2F467821,Pogoniulus chrysoconus,Pogoniulus chrysoconus,Pogoniulus chrysoconus,Lybiidae,Piciformes,Lybiidae,Piciformes,Ramphastidae,Piciformes
AVIBASE-2F4691A7,Masius chrysopterus,Masius chrysopterus,Masius chrysopterus,Pipridae,Passeriformes,Pipridae,Passeriformes,Pipridae,Passeriformes
AVIBASE-2F4882E1,Pachycephala hyperythra,Pachycephala hyperythra,Pachycephala hyperythra,Pachycephalidae,Passeriformes,Pachycephalidae,Passeriformes,Pachycephalidae,Passeriformes
AVIBASE-2F4B17A7,Poicephalus robustus,Poicephalus robustus,Poicephalus robustus,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes
AVIBASE-2F4D34AB,Philemon inornatus,Philemon inornatus,Philemon inornatus,Meliphagidae,Passeriformes,Meliphagidae,Passeriformes,Meliphagidae,Passeriformes
AVIBASE-2F560EC7,Polyplectron schleiermacheri,Polyplectron schleiermacheri,Polyplectron schleiermacheri,Phasianidae,Galliformes,Phasianidae,Galliformes,Phasianidae,Galliformes
AVIBASE-2F5B5D5B,Thinornis novaeseelandiae,Thinornis novaeseelandiae,Thinornis novaeseelandiae,Charadriidae,Charadriiformes,Charadriidae,Charadriiformes,Charadriidae,Charadriiformes
AVIBASE-2F5DF476,Cepphus columba,Cepphus columba,Cepphus columba,Alcidae,Charadriiformes,Alcidae,Charadriiformes,Alcidae,Charadriiformes
AVIBASE-2F653920,Pithys castaneus,Pithys castaneus,Pithys castaneus,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes
AVIBASE-2F66131B,Eremopterix signatus,Eremopterix signatus,Eremopterix signatus,Alaudidae,Passeriformes,Alaudidae,Passeriformes,Alaudidae,Passeriformes
AVIBASE-2F6AB5CF,Zosterops melanocephalus,Zosterops melanocephalus,Speirops melanocephalus,Zosteropidae,Passeriformes,Zosteropidae,Passeriformes,Zosteropidae,Passeriformes
AVIBASE-2F6F30EF,Locustella fasciolata,Helopsaltes fasciolatus,Locustella fasciolata,Locustellidae,Passeriformes,Locustellidae,Passeriformes,Sylviidae,Passeriformes
AVIBASE-2F6F57F8,Psilopsiagon aymara,Psilopsiagon aymara,Psilopsiagon aymara,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes
AVIBASE-2F763AC6,Chlamydera maculata,Chlamydera maculata,Chlamydera maculata,Ptilonorhynchidae,Passeriformes,Ptilonorhynchidae,Passeriformes,Ptilonorhynchidae,Passeriformes
AVIBASE-2F784967,Corvus caurinus,Corvus brachyrhynchos,Corvus caurinus,Corvidae,Passeriformes,MISSING,MISSING,Corvidae,Passeriformes
AVIBASE-2F790B56,Pytilia lineata,Pytilia lineata,Pytilia lineata,Estrildidae,Passeriformes,Estrildidae,Passeriformes,Estrildidae,Passeriformes
AVIBASE-2F7DCF91,Bycanistes albotibialis,Bycanistes albotibialis,Bycanistes albotibialis,Bucerotidae,Bucerotiformes,Bucerotidae,Bucerotiformes,Bucerotidae,Bucerotiformes
AVIBASE-2F7F0244,Caprimulgus aegyptius,Caprimulgus aegyptius,Caprimulgus aegyptius,Caprimulgidae,Caprimulgiformes,Caprimulgidae,Caprimulgiformes,Caprimulgidae,Caprimulgiformes
AVIBASE-2F92B333,Gymnomystax mexicanus,Gymnomystax mexicanus,Gymnomystax mexicanus,Icteridae,Passeriformes,Icteridae,Passeriformes,Icteridae,Passeriformes
AVIBASE-2F99B3B8,Euphonia jamaica,Euphonia jamaica,Euphonia jamaica,Fringillidae,Passeriformes,Fringillidae,Passeriformes,Thraupidae,Passeriformes
AVIBASE-2F9C259A,Colinus nigrogularis,Colinus nigrogularis,Colinus nigrogularis,Odontophoridae,Galliformes,Odontophoridae,Galliformes,Odontophoridae,Galliformes
AVIBASE-2FA3743B,Piranga hepatica,Piranga flava,Piranga lutea,MISSING,MISSING,MISSING,MISSING,Thraupidae,Passeriformes
AVIBASE-2FA39DCD,Phasianus colchicus,Phasianus colchicus,Phasianus colchicus,Phasianidae,Galliformes,MISSING,MISSING,Phasianidae,Galliformes
AVIBASE-2FA609DC,Atlapetes leucopterus,Atlapetes leucopterus,Atlapetes leucopterus,Passerellidae,Passeriformes,MISSING,MISSING,Emberizidae,Passeriformes
AVIBASE-2FA996CE,Phaethornis hispidus,Phaethornis hispidus,Phaethornis hispidus,Trochilidae,Caprimulgiformes,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-2FAB9911,Apus acuticauda,Apus acuticauda,Apus acuticauda,Apodidae,Caprimulgiformes,Apodidae,Caprimulgiformes,Apodidae,Apodiformes
AVIBASE-2FB34D83,Oenanthe pleschanka,Oenanthe pleschanka,Oenanthe pleschanka,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes
AVIBASE-2FB91850,Coeligena albicaudata,Coeligena violifer,Coeligena violifer,Trochilidae,Caprimulgiformes,MISSING,MISSING,Trochilidae,Apodiformes
AVIBASE-2FBDE42C,Ciccaba albitarsis,Ciccaba albitarsis,Strix albitarsis,Strigidae,Strigiformes,Strigidae,Strigiformes,Strigidae,Strigiformes
AVIBASE-2FC5C397,Agropsar sturninus,Agropsar sturninus,Sturnus sturninus,Sturnidae,Passeriformes,Sturnidae,Passeriformes,Sturnidae,Passeriformes
AVIBASE-2FC6E4CC,Centropus chalybeus,Centropus chalybeus,Centropus chalybeus,Cuculidae,Cuculiformes,Cuculidae,Cuculiformes,Cuculidae,Cuculiformes
AVIBASE-2FC7B2A5,Muscisaxicola rufivertex,Muscisaxicola rufivertex,Muscisaxicola rufivertex,MISSING,MISSING,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes
AVIBASE-2FDECDDE,Spilornis kinabaluensis,Spilornis kinabaluensis,Spilornis kinabaluensis,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes
AVIBASE-2FE6EB50,Cranioleuca vulpecula,Cranioleuca vulpecula,Cranioleuca vulpecula,Furnariidae,Passeriformes,Furnariidae,Passeriformes,Furnariidae,Passeriformes
AVIBASE-2FEC9A38,Antrostomus sericocaudatus,Antrostomus sericocaudatus,Caprimulgus sericocaudatus,Caprimulgidae,Caprimulgiformes,Caprimulgidae,Caprimulgiformes,Caprimulgidae,Caprimulgiformes
AVIBASE-2FEEA78C,Anser fabalis,Anser fabalis,Anser fabalis,Anatidae,Anseriformes,MISSING,MISSING,Anatidae,Anseriformes
AVIBASE-2FF259E0,Carpodacus rhodochlamys,Carpodacus grandis,Carpodacus rhodochlamys,MISSING,MISSING,Fringillidae,Passeriformes,Fringillidae,Passeriformes
AVIBASE-2FF56FC2,Phaethornis striigularis,Phaethornis striigularis,Phaethornis striigularis,Trochilidae,Caprimulgiformes,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-2FFB2DBC,Anthreptes simplex,Anthreptes simplex,Anthreptes simplex,Nectariniidae,Passeriformes,Nectariniidae,Passeriformes,Nectariniidae,Passeriformes
AVIBASE-30238523,Merops boehmi,Merops boehmi,Merops boehmi,Meropidae,Coraciiformes,Meropidae,Coraciiformes,Meropidae,Coraciiformes
AVIBASE-30365337,Picathartes gymnocephalus,Picathartes gymnocephalus,Picathartes gymnocephalus,Picathartidae,Passeriformes,Picathartidae,Passeriformes,Picathartidae,Passeriformes
AVIBASE-3036F45A,Conirostrum cinereum,Conirostrum cinereum,Conirostrum cinereum,Thraupidae,Passeriformes,MISSING,MISSING,Thraupidae,Passeriformes
AVIBASE-30384990,Crithagra tristriata,Crithagra tristriata,Serinus tristriatus,Fringillidae,Passeriformes,Fringillidae,Passeriformes,Fringillidae,Passeriformes
AVIBASE-303C9D79,Mitu tuberosum,Mitu tuberosum,Mitu tuberosum,Cracidae,Galliformes,Cracidae,Galliformes,Cracidae,Galliformes
AVIBASE-303D5356,MISSING,Lacedo pulchella,Lacedo pulchella,MISSING,MISSING,Alcedinidae,Coraciiformes,Alcedinidae,Coraciiformes
AVIBASE-303DD648,Heterotetrax rueppelii,Eupodotis rueppelii,Eupodotis rueppellii,Otididae,Otidiformes,Otididae,Otidiformes,Otididae,Otidiformes
AVIBASE-30485389,Corvus insularis,Corvus insularis,Corvus orru,Corvidae,Passeriformes,Corvidae,Passeriformes,Corvidae,Passeriformes
AVIBASE-304DE3C6,Gliciphila undulata,Gliciphila undulata,Phylidonyris undulatus,Meliphagidae,Passeriformes,Meliphagidae,Passeriformes,Meliphagidae,Passeriformes
AVIBASE-30607910,Rhipidura phoenicura,Rhipidura phoenicura,Rhipidura phoenicura,Rhipiduridae,Passeriformes,Rhipiduridae,Passeriformes,Rhipiduridae,Passeriformes
AVIBASE-30692E5A,Turdus plumbeus,Turdus plumbeus,Turdus plumbeus,MISSING,MISSING,Turdidae,Passeriformes,Turdidae,Passeriformes
AVIBASE-306C892E,Coracias cyanogaster,Coracias cyanogaster,Coracias cyanogaster,Coraciidae,Coraciiformes,Coraciidae,Coraciiformes,Coraciidae,Coraciiformes
AVIBASE-306EA62C,Zaratornis stresemanni,Zaratornis stresemanni,Zaratornis stresemanni,Cotingidae,Passeriformes,Cotingidae,Passeriformes,Cotingidae,Passeriformes
AVIBASE-3072CC16,Aythya americana,Aythya americana,Aythya americana,Anatidae,Anseriformes,Anatidae,Anseriformes,Anatidae,Anseriformes
AVIBASE-30785911,Ardea intermedia,Ardea intermedia,Mesophoyx intermedia,Ardeidae,Pelecaniformes,MISSING,MISSING,Ardeidae,Pelecaniformes
AVIBASE-30789EE7,Psittacara frontatus,Psittacara wagleri,Aratinga wagleri,Psittacidae,Psittaciformes,MISSING,MISSING,Psittacidae,Psittaciformes
AVIBASE-30822099,Artamus insignis,Artamus insignis,Artamus insignis,Artamidae,Passeriformes,Artamidae,Passeriformes,Artamidae,Passeriformes
AVIBASE-3083EA83,Automolus ochrolaemus,Automolus exsertus,Automolus ochrolaemus,MISSING,MISSING,Furnariidae,Passeriformes,Furnariidae,Passeriformes
AVIBASE-308AADDB,Argya earlei,Argya earlei,Turdoides earlei,Leiotrichidae,Passeriformes,Leiotrichidae,Passeriformes,Timaliidae,Passeriformes
AVIBASE-308AEC0F,Cinnyris humbloti,Cinnyris humbloti,Nectarinia humbloti,Nectariniidae,Passeriformes,Nectariniidae,Passeriformes,Nectariniidae,Passeriformes
AVIBASE-309CCFF3,Leptasthenura xenothorax,Leptasthenura xenothorax,Leptasthenura xenothorax,Furnariidae,Passeriformes,Furnariidae,Passeriformes,Furnariidae,Passeriformes
